agency_name,unique_id,user_code,post_url,post_topic,comment_text,comment_timestamp,sentiment_label,year
DOLE,CMT269,U0269,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,kayak nga po hanggang ngaun nsa  paren ang sahod nmin dto sa pangasinan,2022-04-20 12:54:00,2022.0,Positive
DOLE,CMT270,U0270,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,paki galaw ng baso,2022-05-18 16:19:00,2022.0,Negative
DOLE,CMT271,U0271,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation, a day kulang na kulang na yan ngayon. isang rate nalang sa buong bansa para di na pupunta sa manila yung iba para mag trabaho.,2022-04-20 19:56:00,2022.0,Positive
DOLE,CMT272,U0272,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"e ang probinsya po, kelan po kaya madadagdagan yung  namin n sahod per day?",2022-05-16 07:09:00,2022.0,Negative
DOLE,CMT273,U0273,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dpt itaas tlga sahod ngaun kaming mga misis ang sobrang nahihirapan sa pag bubudget sa taas ng bilinlhin ngaun....,2022-04-23 10:20:00,2022.0,Positive
DOLE,CMT274,U0274,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dmi nyu alm!!,2022-04-20 21:39:00,2022.0,Negative
DOLE,CMT275,U0275,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat talaga taasan na ang sahod ng lahat ng manggagawa,2022-04-21 01:40:00,2022.0,Positive
DOLE,CMT276,U0276,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"oh anong nangyari sa hearing nyo?? ,. kayo ba nagtatrabaho sa dole magkano sahod nyo?? dapat  din ang sahod nyo a day ??",2022-04-20 22:03:00,2022.0,Positive
DOLE,CMT277,U0277,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat nga wala ng hearing dahil nasa batas nayan nayan. patupad nalang o signing.. bakit hearing pa. anu kpakumpanya....,2022-04-20 19:49:00,2022.0,Positive
DOLE,CMT278,U0278,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,hays sana nga,2022-04-20 13:24:00,2022.0,Negative
DOLE,CMT279,U0279,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,my requirements po ba pag magpapadole ka?,2022-05-19 11:23:00,2022.0,Negative
DOLE,CMT280,U0280,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana pati private company minimum wage na din,2022-04-20 11:59:00,2022.0,Negative
DOLE,CMT281,U0281,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,tama kng pare pareho lng ang sahod hndi na  sisikan pa sa maynila kng meron amn sa cavite na mataas ang sahod,2022-04-20 12:21:00,2022.0,Positive
DOLE,CMT282,U0282,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation, sahod per hour bakaaaa namannnn,2022-04-20 14:12:00,2022.0,Negative
DOLE,CMT283,U0283,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana noon nyo pa yan gnwa napakatagal na panahon na npag iwanan mga probnsya sa pag taas ng minimum wages kawawa naman mga tao sa probinsya nyo hnd nyo inisip,2022-04-20 13:44:00,2022.0,Positive
DOLE,CMT284,U0284,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,🙏🙏🙏 nalang.gutom na sa pinas kundi abroad talaga yung mas better way para sakin,2022-04-20 20:27:00,2022.0,Positive
DOLE,CMT285,U0285,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,update po dto?,2022-06-02 17:15:00,2022.0,Negative
DOLE,CMT286,U0286,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapt maging pantay na ang minimum wage ng provincial rate at manila rate wala nman ping kaiba,2022-04-20 17:31:00,2022.0,Negative
DOLE,CMT287,U0287,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,provincial rate pano na,2022-04-20 09:54:00,2022.0,Negative
DOLE,CMT288,U0288,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,kami rin sana tumaas ang sweldo..grabe ang taas ng bilihin ang baba ng sweldo..,2022-04-20 10:08:00,2022.0,Positive
DOLE,CMT289,U0289,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ano na po update dito??may good news po ba sa increase sa region ?,2022-05-12 17:44:00,2022.0,Negative
DOLE,CMT290,U0290,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana n all po dole hindi yung sa public pati sa sana sa private group na katulad nmin paging po dole?,2022-04-21 09:06:00,2022.0,Negative
DOLE,CMT291,U0291,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,province  pesos lng nanaman ang dagdag,2022-04-20 11:25:00,2022.0,Negative
DOLE,CMT292,U0292,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat pati province taasan na din kasi pare pareho namn kumakayod 😣,2022-04-20 11:54:00,2022.0,Positive
DOLE,CMT293,U0293,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat kahit sa mga province same rate lang dito sa manila para uuwe na lng ako ng probinsya,2022-04-20 11:01:00,2022.0,Positive
DOLE,CMT294,U0294,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat gawin nalang  a day lahat ang sahud ng isang manggagawa sa buong pilipinas,2022-06-01 11:02:00,2022.0,Positive
DOLE,CMT295,U0295,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"update naman po sa hearing if ano nangyare,????",2022-05-12 21:32:00,2022.0,Negative
DOLE,CMT296,U0296,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,tapos gas diesel mahal din pagkaain lahat habang sahod tumataas paara awa napo,2022-04-20 10:02:00,2022.0,Positive
DOLE,CMT297,U0297,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,bkit minimum wage earners lang?? dba dapat accross the board?? i understand na they need the increase. but we too needs it din.,2022-04-22 00:37:00,2022.0,Negative
DOLE,CMT298,U0298,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,patay na ang kabayo..sa tagal ba nman..🤣🤣😂,2022-04-22 05:28:00,2022.0,Positive
DOLE,CMT299,U0299,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,pag usapang dagdag sa petrolyo sa srp at sa kung anu anu ambilis inaapprobahan pero sa sahod ilang hearing pa pagdadaanan😂😂✌️,2022-04-23 19:43:00,2022.0,Positive
DOLE,CMT300,U0300,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,hearing pa more,2022-04-20 21:30:00,2022.0,Negative
DOLE,CMT301,U0301,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,pamasahi mahal na dyosko po,2022-04-20 10:01:00,2022.0,Negative
DOLE,CMT302,U0302,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ang visayas wala diay,2022-04-20 22:31:00,2022.0,Negative
DOLE,CMT303,U0303,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana all na lang..,2022-04-20 09:46:00,2022.0,Negative
DOLE,CMT304,U0304,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,may hearing pa pero pag taas ng bilihin ora mismo hahahah,2022-04-21 05:52:00,2022.0,Negative
DOLE,CMT305,U0305,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,nationwide sana,2022-04-20 10:27:00,2022.0,Negative
DOLE,CMT306,U0306,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,kylan kaya makakasama yun sa calabarzon,2022-04-20 10:11:00,2022.0,Negative
DOLE,CMT307,U0307,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"okay yan para sa mga minimum wage earners kaya lang dahil sa pandemya lahat naman apektado. mahihirapan ang mga maliliit na negosyo, nagsisimula pa lang sila bumangon. ang tendency nyan magbawas ng empleyado para lng makasunod sa pasahod na tinakda nyo and the worst case, baka magsara.",2022-04-20 10:44:00,2022.0,Positive
DOLE,CMT308,U0308,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,matic  pesos increase 😁😁,2022-04-20 21:44:00,2022.0,Negative
DOLE,CMT309,U0309,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,taas sna sahod..mahal na ang gas.pati biliin.lugi sa .wla nararting ang sahod mbaba.,2022-04-20 09:47:00,2022.0,Positive
DOLE,CMT310,U0310,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,palabas lang yan para mapansin yan mga yan ..,2022-04-20 11:37:00,2022.0,Positive
DOLE,CMT311,U0311,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana ma approve🙏🙏🙏,2022-04-21 18:06:00,2022.0,Negative
DOLE,CMT312,U0312,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,hoping !👊,2022-04-20 09:58:00,2022.0,Neutral
DOLE,CMT313,U0313,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,naku  nga sa private ang baba ng pasahod eh.  yrs na alang increase.,2022-05-31 09:16:00,2022.0,Positive
DOLE,CMT314,U0314,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dami nilang hearing kalaunan wla plang ngyari napaasa lng pla mga central luzon,2022-05-15 14:08:00,2022.0,Positive
DOLE,CMT315,U0315,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,wag n kayu umasa natapalan na ng salapi mukha ng mga yan,2022-05-08 14:03:00,2022.0,Positive
DOLE,CMT316,U0316,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ask lang po pano po mag complain ng  ang sahod dito sa metro manila o ncr?? kasi po ang tagal ko na pong laborer dito sa maynilad contractor pero  parin po ang sahod ko at wala phill health at sss . at lalo na po ang o.t na kahit umabot ng : pm ang trabaho namin ay walang binibigay.. kahiy sa araw ng holidays.. nag pasko kami nang nag tatrabaho at nag new year kami nang nka duty pero  parin ang labor at ang skilled ay .. pero pag late kahit na  minute kinakaltas.. sana namn po matulungan nyo kami... maraming salamat po.. gumagalang... christian jay nacion from payatas quezon city,2022-05-04 00:20:00,2022.0,Positive
DOLE,CMT317,U0317,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dole lahat tumaas na minimum wage nalang hindi baka nman po,2022-05-02 00:18:00,2022.0,Positive
DOLE,CMT318,U0318,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,magnanakaw kaya di umuunlad pilipinas! dahil sa mga sakem! kayo ang mga walang puwang sa mundo! pera namen yan mga ofw tigas ng mga pagmumukha niyo! region  nga yung kaibigan ko  palang nakuha niya na! di niyo mabibilog ulo kase oblong ulo ko! region  dapat sainyo ma media or ma tulfo pa minsan minsan!,2022-04-26 12:01:00,2022.0,Positive
DOLE,CMT319,U0319,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dapat unahin niyp yung dole akap assistance langya mag iisang taon na wala parin!,2022-04-26 11:32:00,2022.0,Positive
DOLE,CMT320,U0320,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,ano po nangyari sa hearing bakit walang update??,2022-04-23 21:22:00,2022.0,Negative
DOLE,CMT321,U0321,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,pumuti na ang buhok ng iba jan...wala parin yung sinasabi nyong pagbabago..asan na???...epekto parin ba ng new normal yan🤔🤔🤔🤔🤔😬😬😬😬,2022-04-23 05:34:00,2022.0,Positive
DOLE,CMT322,U0322,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,puro kyo hearing ngutom ng mga pilipino!mga batugan!umaksyon n agad kyo!,2022-04-22 21:27:00,2022.0,Positive
DOLE,CMT323,U0323,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,dole asikasuhin po ninyong mga reklamo n mga mangagawa s mga pabrika.inaabuso nila yun karapatan n mga mangagawa,2022-04-22 06:00:00,2022.0,Positive
DOLE,CMT324,U0324,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,hearing pumunt kalang sa kalakhang maynila ung gumagastos sa pasahe pagkain papuntang trabaho at sa hui magkano mai uuwe sa pamilya nila kacnnga. kesyo may hearing lalaki ng sinasahod ng mga to...🤔,2022-04-21 08:39:00,2022.0,Positive
DOLE,CMT325,U0325,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"baba lang bilihin wag magtaas,",2022-04-20 21:28:00,2022.0,Negative
DOLE,CMT326,U0326,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,puro kayu ganyan mag resign na kayu .marami pang sumusweldo ng wala sa minimum gaya ng mga security guard. .pag tatanggalin nyu mga agency dapat yan nasa lgu .agency mga kumikita.,2022-04-20 19:28:00,2022.0,Positive
DOLE,CMT327,U0327,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation, lng idadagdag nio pinapatagal nyo p,2022-04-20 13:10:00,2022.0,Positive
DOLE,CMT328,U0328,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"sana po mapansin niyo rin kahit nasa ncr na po hindi parin tumutupad ang karamihan chinese, nagpapasahod parin nang - a day matagal na po itong pinatupad hanggang ngayon po ay hindi nila sinusonod sana po mabigyan pansin niyo po kawawa po kaming mga empleyado lamang umaasa sasahod maypaipakain lang sa pamilya hindi sapat ang sahod namin dahil sa karamihan chinese hindi tumutupad sa tamang pasahod hanggang ngayon hindi parin minimum wage ncr po ito ha matatapos na termino ni president duterte hangang ngayon hindi parin minimum ang pinapa-sahod nang mga karamihan chinese.",2022-04-20 12:50:00,2022.0,Positive
DOLE,CMT329,U0329,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,pag pamagtas kreng panyalwan sagli mu ing disisyun potang ayuda po dagdag sahud ano karakal ddhilan process. hahaha. mknyn keng pinas nya alang uunlad kekatmu nung matamad ka ada lalus kng tamad keng malalyari kng pinas. hahaja,2022-04-20 12:41:00,2022.0,Positive
DOLE,CMT330,U0330,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,kung  ggwin lng nman  tapos pagmimitingan pa.. lol,2022-04-20 11:47:00,2022.0,Positive
DOLE,CMT331,U0331,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,"yong mga negosyante lang ang pinapaboran nyo lagi, kung walang workers hindi tatakbo negosyo. gas,foods pamasahe ang bilis nyo magapproved ng taas pagdating sa sweldo ng mga tao dadaanin pa hearing😠 hearing nga ba o bidding?",2022-04-20 11:25:00,2022.0,Positive
DOLE,CMT332,U0332,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,magkano ba itataas??pinapatagal tapos  lng aapruban ninyo..😡,2022-04-20 10:25:00,2022.0,Positive
DOLE,CMT333,U0333,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,minimum luzon manila  bayon o  minimum perday yun sabi noon sana ipasa na sa camera po ang hirap po mamasahi pa tos saiba mag gas pa sila o diesel kawawa mga tao habang bilihin pataas bigas mahal ulam lahat nagsitaasan paupahan mamahal na huhuhu at sana po sa probinsya  per day na sana po kasi isipin nyu po pataas na bilihin may mga pamilya tulad namin tos mahirap kawawa kami paaralan imbis  lang higschool noon dinagdagan ngayon bilihin d dobli na lahat taghirap po dlahat may kaya at maganda work o posisyon po kaya sana dole patulong po at sa mga kasamabahay all around . dapat pataas yaya  pataas kasi hirap mamasukan work kasamabahay tos papagalitan pa o papanagutan o ano pa tos yaya d madali puyat ka masakit sa balikat tos mata mo kahit antok kana gcng kapa kasi may responsibility ka kasi yaya ka pero sana  pataas kasi yaya d madali alam nyu naman ata gano mahirap mag alaha bb sana po maaksyunn o matugunan sa camara mga sahod nayan at sana naman pag tumaas drin manamantala iba na ttataasin din subra prize paninda mataas nanga kaya nag request taasan sahod k wla tetera tos baka mga namamahala o paninda taasan din do pano na useless parin pag taas kung sumabay sa pag taas ng pataas ang paninda isipin nyu po kami mamayan huhuhu ang hirap.tig mahal na lahat,2022-04-20 10:14:00,2022.0,Positive
DOLE,CMT334,U0334,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,minimum natin dito sa pampanga . for sure gagawin  hahaha. wag ng umasa sanay na mga filipino puro pahirap lang.pero presyo ng bilihin at presyo ng bills sobra lake. sapat sana yan kung ang litro ng gas ay  pesos kilo ng bigas  pesos magiging sapat yan. ganun din ang presyo ng mga bilihin tulad ng karne  kilo. manok  kilo. bills ng kuryente tulad ng mga mahihirap na  amount at tubig na  amount sapat na yan para sa bibigay na minimum wages.,2022-04-20 10:12:00,2022.0,Positive
DOLE,CMT335,U0335,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,minimum luzon manila  bayon o  minimum perday yun sabi noon sana ipasa na sa camera po ang hirap po mamasahi pa tos saiba mag gas pa sila o diesel kawawa mga tao habang bilihin pataas bigas mahal ulam lahat nagsitaasan paupahan mamahal na huhuhu at sana po sa probinsya  per day na sana po kasi isipin nyu po pataas na bilihin may mga pamilya tulad namin tos mahirap kawawa kami paaralan imbis  lang higschool noon dinagdagan ngayon bilihin d dobli na lahat taghirap po dlahat may kaya at maganda work o posisyon po kaya sana dole patulong po at sa mga kasamabahay all around . dapat pataas yaya  pataas kasi hirap mamasukan work kasamabahay tos papagalitan pa o papanagutan o ano pa tos yaya d madali puyat ka masakit sa balikat tos mata mo kahit antok kana gcng kapa kasi may responsibility ka kasi yaya ka pero sana  pataas kasi yaya d madali alam nyu naman ata gano mahirap mag alaha bb,2022-04-20 10:12:00,2022.0,Positive
DOLE,CMT336,U0336,https://www.facebook.com/dole.centralluzon/posts/pfbid0qbZEDtyXSWPXkeydLtbXLK2687Fdc68pYu8Ypwsttnj3Y8eTzjtP7ZSn8L4fvAeAl,labor regulation,sana mga construction worker din sabi noon  na araw sahod bakit wla pa dlawa taon na nakalipas mula binalita na tatasain na sahod hirap lalo nangungupahan ilaw tubig lahat mahal pa mga bilihin tos sahod d tumataas sana naman taasan nyu na,2022-04-20 09:59:00,2022.0,Positive
